Speed_mean,value_mean,value_heartbeat_mean
1.355424240584742,0.31235507042202215,121.80055629973297
1.335088140339102,0.3099445695037856,121.52661099882032
1.3115252300375242,0.30696914690869614,121.23147298454614
1.288306319952305,0.3028481059137417,120.91386525496887
1.2681992771932278,0.29841294399114027,120.57015277347985
1.2482183345939533,0.29427479111468197,120.21456975135942
1.2273475143271118,0.29001641649834486,119.87426899658703
1.2064830771128385,0.28574556877478957,119.50444975516717
1.184992995561329,0.28146216609319663,119.13138614426845
1.1631575207670606,0.27716725619618143,118.74864997789209
1.1416102375255264,0.27286088764105343,118.36659367521527
1.1210670963064784,0.2685490885890272,117.9766918080914
1.1013342564802724,0.2642623840441089,117.58253673640176
1.0830625769381166,0.26005102216741177,117.18516482350792
1.0652832336969122,0.2559163024193276,116.78670489747556
1.050612454270971,0.2521261516915575,116.38577601104025
1.0388030705038562,0.24887112081193274,115.99165551285843
1.0298061451291136,0.2462329024421411,115.60700790769393
1.0233286113176776,0.24414307212582514,115.24583343554876
1.0188924766621297,0.2425437285021195,114.91102930655181
1.0164747853387988,0.241387228377175,114.6039873676313
1.0161189088204505,0.2405494186732768,114.32861673867329
1.0176515835095987,0.23969756484964375,114.08243835368457
1.0195533087531363,0.23883597617996516,113.86425004916482
1.0222262138040488,0.23801174577182752,113.67027036050379
1.026143880682103,0.23735811061705564,113.49677121229783
1.0292421978301716,0.23675910146221402,113.34729432423761
1.0313691143102486,0.23608563132894828,113.21990421835109
1.0341613219710486,0.235507330003165,113.11131351798596
1.0381752646680102,0.23505389249944164,113.01732111792722
1.0425872863835,0.234711771019132,112.94147956316354
1.0470351571148149,0.23447096384844204,112.88108573929426
1.052760256719473,0.23433885644928784,112.83898806841036
1.0594682678386822,0.2344506575185254,112.81772314047306
1.067072076231126,0.2347938617354836,112.81750461234819
1.0755659961644777,0.23535780942439838,112.83385363497976
1.0840986752684896,0.236107471058557,112.87176291336026
1.0922576071929275,0.23691408871144823,112.92896123362571
1.100354969087435,0.2377743969982045,112.99469114422733
1.108428311369029,0.23868440815477604,113.06345808721429
1.1160833048594567,0.2396400640110824,113.13271978129592
1.1238372907530996,0.24061954655736426,113.20173492247864
1.131460447357883,0.2415730382139457,113.27508607121494
1.1390272524756035,0.24248497479981795,113.35090643440124
1.1464428121585184,0.24335844659083244,113.43176259860932
1.1539578249677516,0.24419005996279544,113.51514840289043
1.1614870684241827,0.2450186231420113,113.60259277970687
1.1689236010838298,0.24584503440329772,113.69477815901426
1.1761796439963594,0.24667011559310803,113.79056819405187
1.18308223507373,0.24746723503711093,113.88774820423492
1.1899388837661253,0.24828375053832877,113.9871772679808
1.1967835970986112,0.24913744578888056,114.0880995066587
1.2034015132489992,0.2500310949011742,114.19905713439675
1.2096881981150593,0.25094405245725854,114.31321404912592
1.2152062739368468,0.25188100729916135,114.42946103570908
1.2198301294521612,0.25282241555122986,114.54900207788124
1.2240095778819196,0.2537917749023633,114.66820005161689
1.2278625413871254,0.2546801032729873,114.78538793033377
1.2312113339407067,0.25542989450170445,114.89866713178728
1.2337509852091737,0.2560434638632979,115.00640517491833
1.2354913204585296,0.2565230840277964,115.10931445272927
1.236493115521027,0.2569233590218782,115.2114785334959
1.2367039805806568,0.25725787176045756,115.31147267125328
1.2368866330735218,0.2575848627307708,115.41807287801522
1.2370178049725225,0.25790419017005267,115.5304345296729
1.237161284556834,0.2582154492060804,115.64712934620664
1.2371721698024882,0.25851839543532856,115.76675071387777
1.2370689589907649,0.2587961664481517,115.88943517677922
1.236285066857106,0.25911589363664433,116.01793697004878
1.2347492405632285,0.25930726248618147,116.15234772326416
1.2327767925659836,0.25937254582886277,116.28938478184048
1.2299551495350416,0.2593332266048584,116.42694172357413
1.2263343406041622,0.2592101384439589,116.55996702431047
1.2222006922633244,0.2589852892888512,116.68897392482354
1.2175570916552279,0.25877681078035786,116.81053980225242
1.2123916483231647,0.25847499326056933,116.92855548053974
1.2065591956476034,0.25804593145870425,117.04253980949186
1.2003145178859063,0.25752326193019787,117.15245240906187
1.1937239140529596,0.2569329454031013,117.25942623803643
1.1867279690120447,0.2563061005813394,117.3616275110137
1.1790271313005318,0.25561115669120665,117.45823617278143
1.170692031725554,0.2548159751024358,117.5501974929787
1.1624596169084889,0.25401086901279146,117.63323361746599
1.1544374269177557,0.2531854030974212,117.70867042450155
1.1470745520523957,0.2523204726255729,117.77478372752707
1.1404638005185594,0.2514215798392589,117.83095420509159
1.1341682018406816,0.25052622734236746,117.87866036859974
1.1282097447549717,0.2497431331675054,117.91891923676681
1.1226607073520805,0.24907105459902212,117.95237312958733
1.1178536735369746,0.2485088030729883,117.98419948170012
1.113792161196624,0.24805534140806165,118.01378474819218
1.1104867914951333,0.24765796954929087,118.04019963195013
1.1078948230064547,0.24730509623031852,118.06346017075234
1.1050716304922248,0.24693954534695256,118.07415212820901
