Speed_mean,value_mean,value_heartbeat_mean,Speed_std,value_std,value_heartbeat_std,Speed_min,value_min,value_heartbeat_min,Speed_max,value_max,value_heartbeat_max
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1.355424240584742,0.31235507042202215,121.80055629973297,0.26001925893308064,0.04422552068448912,3.0185179350749136,1.0012626404788845,0.2522156022746262,115.7161581639698,1.7059228954241827,0.3693619904146442,124.56656508071828
1.335088140339102,0.3099445695037856,121.52661099882032,0.26083918216487123,0.04559370220820795,3.2248433938005086,1.0012626404788845,0.2503516391195717,115.28164097262012,1.7059228954241827,0.3693619904146442,124.56656508071828
1.3115252300375242,0.30696914690869614,121.23147298454614,0.2580986092502085,0.04663318555267459,3.42275871721654,0.9990355863768474,0.2482524871609662,114.79737486102977,1.6718996461014428,0.3693619904146442,124.56656508071828
1.288306319952305,0.3028481059137417,120.91386525496887,0.2558834779548846,0.04672454890637709,3.6113997842148855,0.9753323435448702,0.2420926380536859,114.2892381424017,1.628806616553324,0.3693619904146442,124.56656508071828
1.2681992771932278,0.29841294399114027,120.57015277347985,0.25750349936144995,0.0465076208386952,3.7850601058103197,0.9566547933259908,0.2363071327365997,113.78007972921397,1.628806616553324,0.3550000717725348,124.56656508071828
1.2482183345939533,0.29427479111468197,120.21456975135942,0.2593095595359759,0.046821002868750836,3.9428025729138394,0.9359160949455114,0.2308554854787861,113.40164932423122,1.628806616553324,0.3542152511899069,124.56656508071828
1.2273475143271118,0.29001641649834486,119.87426899658703,0.2581882440671882,0.04699061287895088,4.118269568519308,0.9359160949455114,0.2264640126997928,112.93094438249555,1.628806616553324,0.3540932438590464,124.56656508071828
1.2064830771128385,0.28574556877478957,119.50444975516717,0.2540397227004272,0.04679150956951449,4.266769359596712,0.9359160949455114,0.2259314310189174,112.51469376889324,1.628806616553324,0.3540932438590464,124.56656508071828
1.184992995561329,0.28146216609319663,119.13138614426845,0.24618195962748696,0.04620798991694657,4.39074123383347,0.9359160949455114,0.2254762457094982,112.33143476692376,1.628806616553324,0.3540932438590464,124.56656508071828
1.1631575207670606,0.27716725619618143,118.74864997789209,0.23455112478204984,0.04521240935685844,4.472334922287279,0.9359160949455114,0.2251337098398191,112.28572848617924,1.628806616553324,0.3540932438590464,124.56656508071828
1.1416102375255264,0.27286088764105343,118.36659367521527,0.21950827551787014,0.043762045589228804,4.515874245811207,0.9359160949455114,0.2249021872052055,112.28572848617924,1.608352539522439,0.3540839849321803,124.56656508071828
1.1210670963064784,0.2685490885890272,117.9766918080914,0.20250069329223858,0.04181239858310661,4.507682913332584,0.9359160949455114,0.2247300133713948,112.28572848617924,1.5991095070881256,0.3540763917468429,124.56656508071828
1.1013342564802724,0.2642623840441089,117.58253673640176,0.18212976192850217,0.03925565367910902,4.458078337564592,0.9359160949455114,0.2247300133713948,112.28572848617924,1.5633381941181217,0.3539870523718496,124.56656508071828
1.0830625769381166,0.26005102216741177,117.18516482350792,0.16037931322909538,0.035934493119506014,4.3585957344681665,0.9359160949455114,0.2247300133713948,112.28572848617924,1.5586662873463342,0.3535737398573378,124.56656508071828
1.0652832336969122,0.2559163024193276,116.78670489747556,0.13307766626427348,0.0316877937160397,4.214976255237919,0.9359160949455114,0.2247300133713948,112.28572848617924,1.4695316216465493,0.344829017427781,124.56656508071828
1.050612454270971,0.2521261516915575,116.38577601104025,0.10907030246543585,0.027163348383309385,4.016825539214343,0.9359160949455114,0.2247300133713948,112.28572848617924,1.390136265209763,0.3302644243222087,124.37320322364673
1.0388030705038562,0.24887112081193274,115.99165551285843,0.08822993485763671,0.023010398393469945,3.7791129628543807,0.9359160949455114,0.2247300133713948,112.28572848617924,1.3163087865247134,0.3131584599765352,124.0994469210997
1.0298061451291136,0.2462329024421411,115.60700790769393,0.07104420363919862,0.01968195647501697,3.5025625330082018,0.9359160949455114,0.2247300133713948,112.28572848617924,1.250540049957318,0.2980305148284836,123.4052532857658
1.0233286113176776,0.24414307212582514,115.24583343554876,0.057860192337287106,0.01715923358804922,3.2177720101126255,0.9359160949455114,0.2247300133713948,112.28572848617924,1.2014791289904865,0.2845806359229497,122.65721923074229
1.0188924766621297,0.2425437285021195,114.91102930655181,0.047990392585309745,0.015406782045287778,2.9296786971289146,0.9359160949455114,0.2247300133713948,112.28572848617924,1.15089554958763,0.2725320575248374,121.85476543910772
1.0164747853387988,0.241387228377175,114.6039873676313,0.04263964718579517,0.014343600267002574,2.6457867802977697,0.9359160949455114,0.2247300133713948,112.28572848617924,1.0965413411346232,0.2635030695889124,120.95541594110172
1.0161189088204505,0.2405494186732768,114.32861673867329,0.041987929820928506,0.013746478731291019,2.378327763136881,0.9359160949455114,0.2247300133713948,112.28572848617924,1.0858650455841743,0.2635030695889124,119.91657406037396
